,date,openPrice,highPrice,lowPrice,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,soybeanOilSupply,soybeanOilDemand,sunflowerSeedPrice,Month,canolaPrice,peanutsPrice,flaxseedPrice,soybeanOilPrice,cottonseedOilPrice,sunflowerseedOilPrice,canolaOilPrice,peanutOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
261,11/28/2018,963.75,967.75,963.75,963.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
262,11/29/2018,959.0,966.0,958.25,958.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
263,11/30/2018,964.0,966.0,964.0,964.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
264,12/03/2018,978.5,981.75,973.5,974.5,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
265,12/04/2018,975.5,979.0,973.5,978.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
266,12/05/2018,979.0,980.0,979.0,979.0,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
267,12/06/2018,970.25,979.5,968.25,978.0,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
268,12/07/2018,984.25,984.25,984.25,984.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
269,12/10/2018,981.0,981.0,979.0,981.0,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
270,12/11/2018,984.75,985.25,984.75,984.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
271,12/12/2018,991.0,992.0,983.0,987.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
272,12/13/2018,985.5,985.5,977.25,978.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
273,12/14/2018,973.5,979.75,972.75,973.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
274,12/17/2018,976.5,979.25,976.5,976.5,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
275,12/18/2018,979.75,982.75,979.0,979.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
276,12/19/2018,975.25,975.25,972.25,973.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
277,12/20/2018,969.5,974.25,966.75,966.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
278,12/21/2018,963.0,963.0,960.75,961.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
279,12/24/2018,962.5,963.25,960.25,962.5,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
280,12/26/2018,954.75,963.0,951.5,951.5,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
281,12/27/2018,952.25,956.25,950.75,952.25,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
282,12/28/2018,964.25,965.75,962.0,962.0,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
283,12/31/2018,961.75,963.25,959.0,961.75,4690.7,4255.6,4080.1,2134.3,16.4,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
284,01/02/2019,970.0,972.0,970.0,970.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
285,01/03/2019,973.0,973.0,973.0,973.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
286,01/04/2019,975.0,981.0,975.0,980.75,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
287,01/07/2019,983.5,985.25,982.25,983.5,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
288,01/08/2019,984.0,985.0,977.25,982.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
289,01/09/2019,986.25,987.75,986.0,987.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
290,01/10/2019,985.0,985.0,971.75,973.25,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
291,01/11/2019,973.0,979.0,973.0,977.75,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
292,01/14/2019,972.25,973.25,970.75,972.75,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
293,01/15/2019,970.25,970.25,962.25,964.5,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
294,01/16/2019,962.25,968.0,962.25,964.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
295,01/17/2019,966.25,974.0,964.0,971.75,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
296,01/18/2019,975.75,981.25,972.0,979.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
297,01/22/2019,979.0,979.75,966.0,974.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
298,01/23/2019,977.5,977.75,975.25,977.75,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
299,01/24/2019,975.5,979.5,974.0,977.25,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
300,01/25/2019,979.0,983.5,975.0,983.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
301,01/28/2019,978.25,980.25,976.75,980.25,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
302,01/29/2019,976.25,977.0,976.25,977.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
303,01/30/2019,977.5,980.0,976.25,978.25,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
304,01/31/2019,981.25,982.25,973.75,975.0,4767.7,4347.9,4092.7,2088.0,17.4,January,16.7,22.2,9.75,28.44,33.94,53.5,37.13,61.88,26.21,314.92,247.5,190.5,219.0
305,02/01/2019,981.75,985.0,975.75,976.25,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
306,02/04/2019,975.75,979.5,975.0,976.5,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
307,02/05/2019,976.25,978.25,973.75,978.25,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
308,02/06/2019,979.0,982.75,978.5,982.0,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
309,02/07/2019,980.5,981.0,974.25,976.0,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
310,02/08/2019,976.0,978.0,973.5,976.25,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
311,02/11/2019,976.25,976.25,966.75,969.75,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
312,02/12/2019,974.5,982.5,972.5,980.75,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
313,02/13/2019,982.0,982.0,976.75,978.5,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
314,02/14/2019,973.75,974.0,967.5,968.25,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
315,02/15/2019,971.25,972.5,966.25,972.0,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
316,02/19/2019,972.5,974.5,961.0,966.5,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
317,02/20/2019,961.5,969.75,960.0,968.75,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
318,02/21/2019,968.5,977.75,966.0,974.0,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
319,02/22/2019,974.5,975.75,971.0,973.5,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
320,02/25/2019,979.0,981.5,973.25,974.0,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
321,02/26/2019,972.5,973.0,965.0,969.5,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
322,02/27/2019,969.0,974.5,966.25,969.25,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
323,02/28/2019,969.25,970.5,963.5,964.75,4315.4,4020.6,4092.7,2088.0,18.0,February,16.2,21.5,9.79,29.58,36.44,53.0,37.75,61.13,25.65,306.83,235.0,187.5,225.0
324,03/01/2019,970.0,971.5,957.0,966.25,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,16.0,10.1,28.62,35.7,53.2,36.15,61.0,26.72,306.38,226.25,189.38,235.63
325,03/04/2019,966.5,977.25,966.5,972.0,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
326,03/05/2019,968.0,973.75,967.0,971.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
327,03/06/2019,971.25,971.75,958.25,960.25,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
328,03/07/2019,963.0,964.25,955.25,956.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
329,03/08/2019,956.5,958.0,948.0,952.0,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
330,03/11/2019,952.25,954.5,947.0,948.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
331,03/12/2019,948.5,956.75,946.75,954.75,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
332,03/13/2019,952.5,959.0,949.75,958.0,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
333,03/14/2019,959.0,962.5,953.5,955.0,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
334,03/15/2019,959.75,965.25,954.75,962.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
335,03/18/2019,959.0,964.0,956.25,959.75,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
336,03/19/2019,961.75,962.25,956.0,960.0,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
337,03/20/2019,958.5,962.25,956.5,960.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
338,03/21/2019,960.0,966.25,959.0,964.25,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
339,03/22/2019,964.0,965.0,953.75,954.75,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
340,03/25/2019,955.25,958.5,952.75,957.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
341,03/26/2019,957.25,958.0,952.0,952.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
342,03/27/2019,951.25,951.5,939.75,942.5,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
343,03/28/2019,941.75,945.75,941.75,942.25,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
344,03/29/2019,944.0,945.0,937.0,938.25,4569.2,4059.1,4273.9,2041.0,17.8,March,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
345,04/01/2019,939.5,951.0,937.75,948.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
346,04/02/2019,952.0,954.5,946.0,954.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
347,04/03/2019,954.5,957.0,950.5,954.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
348,04/04/2019,955.0,961.25,952.75,960.75,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
349,04/05/2019,958.25,958.75,953.75,955.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
350,04/08/2019,955.5,959.5,954.25,955.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
351,04/09/2019,955.0,957.25,950.5,954.75,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
352,04/10/2019,954.0,958.5,953.0,957.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
353,04/11/2019,958.0,958.0,949.75,951.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
354,04/12/2019,952.0,953.5,949.75,950.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
355,04/15/2019,953.5,956.5,951.75,953.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
356,04/16/2019,950.5,950.75,943.0,944.75,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
357,04/17/2019,945.5,946.75,936.25,937.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
358,04/18/2019,937.0,939.25,935.0,938.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
359,04/22/2019,938.0,939.75,934.25,934.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
360,04/23/2019,936.0,936.25,921.75,923.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
361,04/24/2019,923.5,925.0,915.5,916.25,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
362,04/25/2019,916.5,923.0,914.75,920.0,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
363,04/26/2019,918.75,920.0,913.5,914.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
364,04/29/2019,916.75,919.75,907.25,907.75,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
365,04/30/2019,909.0,911.0,900.25,902.5,4607.2,4222.1,4251.1,1993.4,17.6,April,15.8,20.5,9.93,27.86,37.13,54.0,35.44,65.25,27.94,304.26,216.5,166.5,241.5
366,05/01/2019,902.5,906.0,893.75,901.75,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
367,05/02/2019,901.0,902.75,892.25,894.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
368,05/03/2019,895.75,898.0,892.5,894.25,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
369,05/06/2019,882.25,887.75,873.75,886.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
370,05/07/2019,885.0,889.0,882.5,884.25,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
371,05/08/2019,885.75,887.5,880.0,882.5,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
372,05/09/2019,882.0,882.25,865.25,871.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
373,05/10/2019,870.5,874.5,866.75,869.5,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
374,05/13/2019,865.0,867.75,854.0,865.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
375,05/14/2019,867.75,896.0,867.75,891.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
376,05/15/2019,889.5,903.0,886.75,892.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
377,05/16/2019,891.75,901.25,890.75,896.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
378,05/17/2019,896.5,897.25,877.0,878.25,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
379,05/20/2019,882.5,893.0,881.5,888.5,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
380,05/21/2019,894.5,898.75,875.5,878.5,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
381,05/22/2019,876.75,891.25,876.25,885.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
382,05/23/2019,885.75,890.5,876.5,880.75,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
383,05/24/2019,880.0,889.25,879.5,887.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
384,05/28/2019,895.75,911.75,894.75,910.75,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
385,05/29/2019,912.25,942.5,912.25,922.75,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
386,05/30/2019,921.0,937.25,916.0,937.25,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
387,05/31/2019,936.75,939.75,927.0,928.0,4363.6,4051.5,4208.3,2189.4,18.3,May,15.2,20.6,9.54,26.93,35.65,53.4,34.1,66.0,27.76,297.52,215.0,141.25,233.75
388,06/03/2019,927.0,937.0,925.0,930.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
389,06/04/2019,939.75,943.0,932.0,934.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
390,06/05/2019,934.0,936.5,923.25,924.75,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
391,06/06/2019,924.5,926.75,913.75,923.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
392,06/07/2019,923.0,925.75,912.25,914.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
393,06/10/2019,912.0,924.0,907.75,918.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
